virus tax id,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,baltimore_class
1458697,56730.0,Rhizobium gallicum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rigallicvirus,Rigallicvirus P106B,dsDNA
2599431,456999.0,Rhizoctonia solani,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betarhizoulivirus,+ssRNA
2985552,1061.0,Rhodobacter capsulatus,Varidnaviria,Abadenavirae,Produgelaviricota,Belvinaviricetes,Vinavirales,Mestraviridae,Anticleavirus,
1131316,1061.0,Rhodobacter capsulatus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Capnelvirus,Capnelvirus RcapNL,dsDNA
1662333,1414586.0,Rhodobacter capsulatus YW1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Cronusvirus,Cronusvirus cronus,dsDNA
2835985,1414586.0,Rhodobacter capsulatus YW1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Titanvirus,Titanvirus rcspartan,dsDNA
2970524,1414586.0,Rhodobacter capsulatus YW1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Titanvirus,unclassified Titanvirus,dsDNA
1662330,1414586.0,Rhodobacter capsulatus YW1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Titanvirus,Titanvirus rctitan,dsDNA
2015826,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rerduovirus,unclassified Rerduovirus,dsDNA
1887657,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chewyvirus,Chewyvirus chewyVIII,dsDNA
1701851,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rerduovirus,Rerduovirus RER2,dsDNA
2094144,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Finchvirus,Finchvirus finch,dsDNA
2182359,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Weaselvirus,unclassified Weaselvirus,dsDNA
2015828,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rerduovirus,Rerduovirus hiro,dsDNA
2936911,37919.0,Rhodococcus opacus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mboduovirus,Mboduovirus mbo2,dsDNA
2936912,37919.0,Rhodococcus opacus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mboquatrovirus,Mboquatrovirus Mbo4,dsDNA
2743998,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Trinavirus,unclassified Trinavirus,dsDNA
2793705,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rerduovirus,Rerduovirus phailmary,dsDNA
1109713,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Melbournevirus,Melbournevirus REQ2,dsDNA
1109714,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Wodongavirus,Wodongavirus REQ3,dsDNA
691965,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pepyhexavirus,Pepyhexavirus pepy6,dsDNA
691963,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Reqipinevirus,Reqipinevirus reqipine5,dsDNA
691964,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pepyhexavirus,Pepyhexavirus poco6,dsDNA
3062845,43767.0,Prescottella equi,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Reynauldvirus,Reynauldvirus reynauld,dsDNA
2922221,33008.0,Rhodococcus globerulus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rerduovirus,Rerduovirus RGL3,dsDNA
1109717,1829.0,Rhodococcus rhodochrous,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Edwardsroadvirus,Edwardsroadvirus RRH1,dsDNA
2591131,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sleepyheadvirus,Sleepyheadvirus sleepyhead,dsDNA
2201455,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rerduovirus,Rerduovirus takoda,dsDNA
2027905,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Trinavirus,Trinavirus trina,dsDNA
3038381,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Trogglehumpervirus,Trogglehumpervirus trogglehumper,dsDNA
1897437,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Weaselvirus,Weaselvirus weasel,dsDNA
2591132,1833.0,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Whackvirus,Whackvirus whack,dsDNA
2175117,195333.0,Rhynchobatus djiddensis,unclassified viruses,unclassified DNA viruses,unclassified dsDNA viruses,Adomaviruses,,,,
2170102,195333.0,Rhynchobatus djiddensis,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Etapolyomavirus,
2010325,3885.0,Phaseolus vulgaris,Viruses incertae sedis,Tolecusatellitidae,Betasatellite,Betasatellite rhynchosiae,,,,
1514664,10129.0,Apodemus sylvaticus,Monodnaviria,Shotokuvirae,Commensaviricota,Cardeaviricetes,Sanitavirales,Anelloviridae,Rhotorquevirus,
875325,3764.0,Rosa,Viruses incertae sedis,Tolecusatellitidae,Betasatellite,Betasatellite rosae,,,,
1213588,3764.0,Rosa,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Rosadnavirus,dsDNA-RT
658904,77044.0,Rosellinia necatrix,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Alphatotivirineae,Megabirnaviridae,dsRNA
1000373,77044.0,Rosellinia necatrix,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Alphatotivirineae,Quadriviridae,dsRNA
2956381,1280.0,Staphylococcus aureus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rountreeviridae,Rakietenvirinae,dsDNA
3072841,1904441.0,Paracoccaceae bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Oceanidvirus,dsDNA
3072842,1904441.0,Paracoccaceae bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Dynamenevirus,dsDNA
3072843,1904441.0,Paracoccaceae bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Shangxiadianvirus,dsDNA
3072844,1904441.0,Paracoccaceae bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Actaeavirus,dsDNA
3072850,1904441.0,Paracoccaceae bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Triteiavirus,dsDNA
562742,2434.0,Roseobacter denitrificans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Xiamenvirus,Xiamenvirus RDJL1,dsDNA
1682380,2434.0,Roseobacter denitrificans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Xiamenvirus,Xiamenvirus RDJL2,dsDNA
2880885,375451.0,Roseobacter denitrificans OCh 114,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Xiamenvirus,unclassified Xiamenvirus,dsDNA
359302,214836.0,Dysaphis plantaginea,Riboviria,unclassified Riboviria,unclassified ssRNA viruses,unclassified ssRNA positive-strand viruses,Acyrthosiphon pisum virus,,,
2483661,2047.0,Rothia dentocariosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Spartoivirus,Spartoivirus spartoi,dsDNA
595652,10195.0,Brachionus plicatilis,Riboviria,Orthornavirae,Orthornavirae incertae sedis,Birnaviridae,Ronavirus,Ronavirus rotiferae,,
11041,9606.0,Homo sapiens,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales,Matonaviridae,Rubivirus,+ssRNA
587370,52299.0,Rudbeckia hirta,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Ruflodivirus,dsDNA-RT
3432208,246787.0,Bacteroides cellulosilyticus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Rudgehvirus,dsDNA
2772517,1263.0,Ruminococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ahaonvirus,Ahaonvirus 507T22,dsDNA
2772518,1263.0,Ruminococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ahaonvirus,Ahaonvirus 507T23,dsDNA
2772519,1263.0,Ruminococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Adovirus,Adovirus 519T2,dsDNA
2772520,1263.0,Ruminococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Adovirus,Adovirus IBDN1,dsDNA
2772516,1263.0,Ruminococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aceathervirus,Aceathervirus RM10,dsDNA
2681616,146919.0,Salinibacter ruber,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Holosalinivirus,Holosalinivirus M1EM1,dsDNA
2041858,309807.0,Salinibacter ruber DSM 13855,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kryptosalinivirus,Kryptosalinivirus M8CC19,dsDNA
2681614,146919.0,Salinibacter ruber,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kairosalinivirus,Kairosalinivirus M31CR412,dsDNA
2681615,761659.0,Salinibacter ruber M8,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Holosalinivirus,Holosalinivirus M8CR302,dsDNA
2681612,761659.0,Salinibacter ruber M8,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kryptosalinivirus,Kryptosalinivirus M8CRM1,dsDNA
2684227,146919.0,Salinibacter ruber,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kairosalinivirus,Kairosalinivirus SRUTV1,dsDNA
2041860,309807.0,Salinibacter ruber DSM 13855,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kairosalinivirus,unclassified Kairosalinivirus,dsDNA
1161935,51367.0,Salinivibrio costicola,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Salinovirus,dsDNA
1897436,1886796.0,Salinivibrio sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Playavirus,dsDNA
1654885,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lederbergvirus,Lederbergvirus P22,dsDNA
1813769,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saltrevirus,Saltrevirus sv64795sal3,dsDNA
1054968,108619.0,Salmonella enterica subsp. enterica serovar Newport,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Grimontviridae,Moazamivirus,dsDNA
1113547,99287.0,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonanavirus,Nonanavirus nv9NA,dsDNA
2562461,59201.0,Salmonella enterica subsp. enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Akiravirus,Akiravirus akira,dsDNA
2713275,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Astrithrvirus,Astrithrvirus astrithr,dsDNA
2713282,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rosemountvirus,Rosemountvirus birk,dsDNA
2713286,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rosemountvirus,Rosemountvirus SE13,dsDNA
3377958,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,unclassified Skatevirus,dsDNA
2935507,54388.0,Salmonella enterica subsp. enterica serovar Paratyphi A,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Swiduovirus,unclassified Swiduovirus,dsDNA
3377757,90370.0,Salmonella enterica subsp. enterica serovar Typhi,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Macdonaldcampvirus,Macdonaldcampvirus SB28,dsDNA
215158,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Uetakevirus,Uetakevirus epsilon15,dsDNA
1873985,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shuimuvirus,Shuimuvirus IME207,dsDNA
2777319,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lederbergvirus,Lederbergvirus ST64T,dsDNA
1973454,1299114.0,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,Skatevirus LPST10,dsDNA
3071280,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Segzyvirus,Segzyvirus LPSTLL,dsDNA
2488859,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Murrayvirus,Murrayvirus lumpael,dsDNA
889338,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seunavirus,Seunavirus PVPSE1,dsDNA
2759179,595.0,Salmonella enterica subsp. enterica serovar Infantis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Loughboroughvirus,Loughboroughvirus ZCSE2,dsDNA
2742114,599.0,Salmonella sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Zhonglingvirus,dsDNA
2115848,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonagvirus,Nonagvirus SE1Kor,dsDNA
329864,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lederbergvirus,Lederbergvirus SE1Spa,dsDNA
2419756,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Segzyvirus,Segzyvirus segz1,dsDNA
1647463,59204.0,Salmonella enterica subsp. diarizonae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Brunovirus,Brunovirus SEN34,dsDNA
1647465,59202.0,Salmonella enterica subsp. salamae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Senquatrovirus,dsDNA
2419753,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,Skatevirus SeSz2,dsDNA
2479482,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,Skatevirus Seszw1,dsDNA
2592212,599.0,Salmonella sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Irrigatiovirus,dsDNA
1815968,286783.0,Salmonella enterica subsp. enterica serovar Indiana,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Punavirus,Punavirus SJ46,dsDNA
2234035,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,Skatevirus skate,dsDNA
2283281,192955.0,Salmonella enterica subsp. enterica serovar Kentucky,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sashavirus,unclassified Sashavirus,dsDNA
1173760,108619.0,Salmonella enterica subsp. enterica serovar Newport,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonanavirus,Nonanavirus SP069,dsDNA
1327941,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Uetakevirus,Uetakevirus SPN1S,dsDNA
1204529,590.0,Salmonella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seunavirus,Seunavirus SSE121,dsDNA
3027697,90370.0,Salmonella enterica subsp. enterica serovar Typhi,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Macdonaldcampvirus,unclassified Macdonaldcampvirus,dsDNA
1913047,59201.0,Salmonella enterica subsp. enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rosemountvirus,Rosemountvirus UPFBP2,dsDNA
2812854,211968.0,Salmonella enterica subsp. enterica serovar Albany,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Triduovirus,dsDNA
1913114,192955.0,Salmonella enterica subsp. enterica serovar Kentucky,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sashavirus,Sashavirus sasha,dsDNA
3234146,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,unclassified Demerecviridae,dsDNA
2749381,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Caminolopintovirus,Caminolopintovirus STGO351,dsDNA
2686071,599.0,Salmonella sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,Skatevirus BS5,dsDNA
424716,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Macdonaldcampvirus,Macdonaldcampvirus ViIIE1,dsDNA
2583286,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,Skatevirus KFSSE2,dsDNA
2301723,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,Skatevirus VSt472,dsDNA
31771,8019.0,Oncorhynchus kisutch,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Salmovirus,dsDNA
31503,4577.0,Zea mays,Riboviria,Riboviria incertae sedis,Tonesaviridae,Aumaivirus,Aumaivirus maidis,Maize aumaivirus 1,,
12881,4090.0,Nicotiana glauca,Riboviria,Riboviria incertae sedis,Tombendovirales,Tomosaviridae,Virtovirus,Virtovirus tabaci,Tobacco virtovirus 1,
12444,4097.0,Nicotiana tabacum,Riboviria,Riboviria incertae sedis,Tonesaviridae,Albetovirus,Albetovirus betatabaci,Tobacco albetovirus 2,,
2025096,3920.0,Vigna unguiculata subsp. unguiculata,Riboviria,Riboviria incertae sedis,Tonesaviridae,Albetovirus,Albetovirus gammatabaci,Tobacco albetovirus 3,,
198608,5722.0,Trichomonas vaginalis,unclassified viruses,unclassified satellites,RNA satellites,Double stranded RNA satellites,,,,
3432268,9606.0,Homo sapiens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Konodaiviridae,Satomivirus,dsDNA
2501271,1436886.0,Clarireedia homoeocarpa,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,unclassified Hypoviridae,+ssRNA
213034,5180.0,Sclerotinia sclerotiorum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Sclerodarnavirus,+ssRNA
2490812,39291.0,Agroathelia rolfsii,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Zetahypovirus,+ssRNA
2490813,39291.0,Agroathelia rolfsii,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Gammahypovirus,+ssRNA
2492655,39291.0,Agroathelia rolfsii,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Etahypovirus,+ssRNA
1566011,9720.0,Phoca vitulina,Monodnaviria,Shotokuvirae,Commensaviricota,Cardeaviricetes,Sanitavirales,Anelloviridae,Nutorquevirus,
3432358,317.0,Pseudomonas syringae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Septimatrevirus,,dsDNA
3432369,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Septuagintavirus,,dsDNA
2024250,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Miltonvirus,dsDNA
1282995,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Seretavirus,dsDNA
2315217,104623.0,Prodigiosinella confusarubida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Dunedinvirus,dsDNA
2601678,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muldoonvirus,Muldoonvirus muldoon,dsDNA
2557554,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Parlovirus,Parlovirus parlo,dsDNA
1481112,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muldoonvirus,Muldoonvirus PS2,dsDNA
2282409,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Scappvirus,Scappvirus scapp,dsDNA
2562181,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Serbinvirus,Serbinvirus serbin,dsDNA
2787014,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Otakuvirus,dsDNA
2777364,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bonzeevirus,Bonzeevirus bigdog,dsDNA
2914027,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bonzeevirus,Bonzeevirus bonzee,dsDNA
2902690,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Serbinvirus,Serbinvirus opt155,dsDNA
2777363,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rovertvirus,Rovertvirus rovert,dsDNA
2902692,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bonzeevirus,Bonzeevirus stocker,dsDNA
2894809,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Serbinvirus,Serbinvirus tlacuache,dsDNA
2902694,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bonzeevirus,Bonzeevirus ulliraptor,dsDNA
2231646,4182.0,Sesamum indicum,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Geminiviridae,Turncurtovirus,
1592207,1.0,root,unclassified viruses,unclassified satellites,DNA satellites,,,,,
1592083,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kaiwanvirus,
1592087,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Enedivirus,
