virus tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class,taxid,matched_name
2708562,Streptomyces lividans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Manuelvirus,Manuelvirus JXY1,,dsDNA,2842852,              Manuelvirus
754052,Pseudoalteromonas sp. YD6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Fuhrmanvirinae,Matsuvirus,dsDNA,2842857,                  Matsuvirus
3405103,,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Melvirus,unclassified Melvirus,dsDNA,2842862,                Melvirus
2786428,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Mintuvirus,Mintuvirus pelovivens,+ssRNA,2842872,                Mintuvirus
1147150,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nochtlivirus,Nochtlivirus mEp235,,dsDNA,2842908,              Nochtlivirus
2966628,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pacinivirus,unclassified Pacinivirus,dsDNA,2842934,                Pacinivirus
1406780,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Presleyvirus,Presleyvirus presley,dsDNA,2842977,                Presleyvirus
2729539,Buttiauxella sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Pseudotevenvirus,unclassified Pseudotevenvirus,dsDNA,2842979,                Pseudotevenvirus
3137914,Escherichia coli str. K-12 substr. MG1655,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Qubevirus,unclassified Qubevirus,+ssRNA,2842995,                Qubevirus
754046,Sulfitobacter sp. CB2047,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rhodovirinae,Raunefjordenvirus,dsDNA,2843000,                  Raunefjordenvirus
2108116,Xanthomonas fragariae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Riverridervirus,Riverridervirus riverrider,dsDNA,2843008,                Riverridervirus
1161935,Salinivibrio costicola,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Salinovirus,Salinovirus utanense,dsDNA,2843017,                Salinovirus
2786653,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stehlmavirus,Stehlmavirus lutihabitans,+ssRNA,2843058,                Stehlmavirus
3072195,Vibrio parahaemolyticus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Fuhrmanvirinae,Stoningtonvirus,dsDNA,2843060,                  Stoningtonvirus
2786728,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ticahravirus,Ticahravirus asiovicinum,+ssRNA,2843092,                Ticahravirus
3056489,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Waedenswilvirus,unclassified Waedenswilvirus,dsDNA,2843122,                Waedenswilvirus
2786645,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Blumeviridae,Wahdswovirus,Wahdswovirus lutenecus,+ssRNA,2843124,                Wahdswovirus
1147143,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Yautsimvirus,Yautsimvirus HK140,,dsDNA,2843147,              Yautsimvirus
1622115,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Zicotriavirus,Zicotriavirus ZC03,dsDNA,2843161,                Zicotriavirus
1147149,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aguilavirus,Aguilavirus mEp043,,dsDNA,2843343,              Aguilavirus
2886897,Burkholderia ambifaria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lindbergviridae,Bcepfunavirus,Bcepfunavirus bcepF1,dsDNA,2843356,                Bcepfunavirus
2913972,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chopinvirus,Chopinvirus KSY1,,dsDNA,2843365,              Chopinvirus
2759720,Ralstonia pseudosolanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Cimandefvirus,Cimandefvirus cimandef,,dsDNA,2843366,              Cimandefvirus
2686246,Flavobacterium sp. LMO9,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hattifnattvirus,Hattifnattvirus hattifnatt,,dsDNA,2843390,              Hattifnattvirus
947980,Lactobacillus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lafunavirus,Lafunavirus LF1,,dsDNA,2843410,              Lafunavirus
2588517,Aeromonas hydrophila subsp. hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Grimontviridae,Lahexavirus,Lahexavirus lv44572,dsDNA,2843411,                Lahexavirus
2591403,Achromobacter animicus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Moturavirus,Moturavirus motura,,dsDNA,2843423,              Moturavirus
2699738,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Grimontviridae,Privateervirus,Privateervirus pv009,dsDNA,2843440,                Privateervirus
201847,Lactococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sandinevirus,unclassified Sandinevirus,,dsDNA,2843449,              Sandinevirus
1654919,Pseudoalteromonas marina,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shandongvirus,Shandongvirus H101,,dsDNA,2843454,              Shandongvirus
1965474,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Teubervirus,Teubervirus AM6,,dsDNA,2843466,              Teubervirus
1868848,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vedamuthuvirus,Vedamuthuvirus vv50902,,dsDNA,2843470,              Vedamuthuvirus
2315217,Prodigiosinella confusarubida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Dunedinvirus,Dunedinvirus JS26,dsDNA,2943004,                Dunedinvirus
2796514,Achromobacter spanius,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Gediminasvirus,Gediminasvirus AchV4,dsDNA,2943007,                Gediminasvirus
2662138,Pseudomonas syringae pv. syringae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Phobosvirus,Phobosvirus phobos,dsDNA,2943014,                Phobosvirus
2026102,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Seodaemunguvirus,Seodaemunguvirus YMC16-01N133,dsDNA,2943017,                Seodaemunguvirus
2126944,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Anayavirus,unclassified Anayavirus,,dsDNA,2946797,              Anayavirus
2880362,Aeromonas hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Cinqassovirus,Cinqassovirus aeh1,dsDNA,2948665,                Cinqassovirus
2881401,Burkholderia pseudomallei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Duodecimduovirus,Duodecimduovirus phiE122,dsDNA,2948687,                Duodecimduovirus
1983556,Pseudomonas sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Jiangsuvirus,Jiangsuvirus pspyzu05,dsDNA,2948770,                Jiangsuvirus
2015840,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kratiovirus,Kratiovirus larva,,dsDNA,2948788,              Kratiovirus
2652422,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lilmcdreamyvirus,Lilmcdreamyvirus lilmcdreamy,,dsDNA,2948802,              Lilmcdreamyvirus
1493509,Synechococcus sp. WH 7803,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Kyanoviridae,Lowelvirus,Lowelvirus tuscon4d,dsDNA,2948806,                Lowelvirus
2530140,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pharaohvirus,Pharaohvirus pharaoh,,dsDNA,2948861,              Pharaohvirus
2989853,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Obtuvirinae,Wotdevirus,dsDNA,2948953,                  Wotdevirus
1647386,Polaribacter,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Incheonvirus,Incheonvirus P12002L,,dsDNA,2976977,              Incheonvirus
2836132,Rhizobium etli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Demetervirinae,Acanvirus,dsDNA,3044653,                  Acanvirus
2743910,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Clawzvirus,Clawzvirus clawz,,dsDNA,3044689,              Clawzvirus
3141444,Aeromonas caviae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Ferozepurvirus,unclassified Ferozepurvirus,dsDNA,3044715,                Ferozepurvirus
2805750,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ittyvirus,Ittyvirus itty13,,dsDNA,3044742,              Ittyvirus
2593327,Aeromonas hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Ludhianavirus,Ludhianavirus D3,dsDNA,3044751,                Ludhianavirus
2767581,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Miamivirus,Miamivirus miami,dsDNA,3044763,                Miamivirus
998086,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Miltoncavirus,Miltoncavirus PhiPA3,dsDNA,3044765,                Miltoncavirus
1054968,Salmonella enterica subsp. enterica serovar Newport,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Grimontviridae,Moazamivirus,Moazamivirus 711,dsDNA,3044766,                Moazamivirus
2267655,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pavtokvirus,Pavtokvirus pavtok,,dsDNA,3044786,              Pavtokvirus
3234043,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Pawinskivirus,unclassified Pawinskivirus,dsDNA,3044787,                Pawinskivirus
1814957,Streptococcus thermophilus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Piorkowskivirus,Piorkowskivirus pv9871,,dsDNA,3044792,              Piorkowskivirus
2894367,Aeromonas salmonicida subsp. salmonicida A449,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Piscesmortuivirus,Piscesmortuivirus LPM4,dsDNA,3044793,                Piscesmortuivirus
2914481,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Baphyvirales,Bacilladnaviridae,Puahadnavirus,Puahadnavirus inbhir,,3044797,                Puahadnavirus
198110,Pseudomonas chlororaphis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Serwervirus,Serwervirus 201phi21,dsDNA,3044821,                Serwervirus
2006671,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skulduggeryvirus,Skulduggeryvirus skulduggery,,dsDNA,3044832,              Skulduggeryvirus
2530023,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Tepukevirus,Tepukevirus Psa21,dsDNA,3044840,                Tepukevirus
2917160,Bacillus subtilis BEST7003,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zhangjivirus,Zhangjivirus fado,,dsDNA,3044867,              Zhangjivirus
1755689,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bugaksanvirus,Bugaksanvirus R656,,dsDNA,3152615,              Bugaksanvirus
2885983,Microbacterium paraoxydans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pumpernickelvirus,Pumpernickelvirus pumpernickel,,dsDNA,3152625,              Pumpernickelvirus
2873460,Pseudomonas syringae pv. tomato,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Gorskivirinae,Kremarvirus,dsDNA,3152897,                  Kremarvirus
2849971,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaoyangvirus,Chaoyangvirus BUCT49532,,dsDNA,3152908,              Chaoyangvirus
2874879,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mascletvirus,Mascletvirus VLCpiM12a,,dsDNA,3152910,              Mascletvirus
2776813,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sircambvirus,Sircambvirus MEW1,,dsDNA,3152913,              Sircambvirus
2935866,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zewailvirus,Zewailvirus ZCEC13,,dsDNA,3152914,              Zewailvirus
2719181,Hafnia paralvei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hafyongvirus,Hafyongvirus yong1,,dsDNA,3152967,              Hafyongvirus
2914450,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Haihevirus,Haihevirus PP9W2,,dsDNA,3152968,              Haihevirus
2787014,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Otakuvirus,Otakuvirus Tsm2,dsDNA,3152972,                Otakuvirus
1282995,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Seretavirus,Seretavirus eta,dsDNA,3152998,                Seretavirus
3003729,Pseudomonas putida S12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Micathvirus,Micathvirus micath,,dsDNA,3153077,              Micathvirus
2894587,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shangdongvirus,Shangdongvirus ply2008005c,,dsDNA,3153078,              Shangdongvirus
2686378,Sphingomonas turrisvirgatae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Torvergatavirus,Torvergatavirus MMDA13,,dsDNA,3153079,              Torvergatavirus
1916180,Streptococcus pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Adrianbuildvirus,Adrianbuildvirus IPP41,,dsDNA,3424927,              Adrianbuildvirus
2099356,Escherichia coli C,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Ebriosvirus,dsDNA,3424957,                  Ebriosvirus
2163970,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Pfluvirus,dsDNA,3424962,                  Pfluvirus
272636,Cairina moschata,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Parvovirinae,Dependoparvovirus,,10803,                  Dependoparvovirus
2170538,Medicago sativa,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Marafivirus,Marafivirus medicagonis,+ssRNA,12051,                Marafivirus
2219115,Alces alces,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykolovirus,Gemykolovirus lepam1,,1941238,                Gemykolovirus
248058,Argas hermanni,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Hareavirales,Nairoviridae,Orthonairovirus,-ssRNA,1980517,                  Orthonairovirus
2219142,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Porprismacovirus,Porprismacovirus alecas1,,2169663,                Porprismacovirus
2851101,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dismasvirus,unclassified Dismasvirus,,dsDNA,2560122,              Dismasvirus
1458670,Microbacterium oxydans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Farahnazvirus,Farahnazvirus ISF9,,dsDNA,2560130,              Farahnazvirus
2006684,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Noxifervirus,Noxifervirus noxifer,dsDNA,2560190,                Noxifervirus
2926078,Streptomyces scabiei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Scapunavirus,unclassified Scapunavirus,,dsDNA,2560225,              Scapunavirus
2910956,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Squashvirus,unclassified Squashvirus,,dsDNA,2733215,              Squashvirus
2015807,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Wongtaivirus,Wongtaivirus ECP1,,dsDNA,2843141,              Wongtaivirus
2163589,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Turbidovirus,Turbidovirus turbido,,dsDNA,2948936,              Turbidovirus
1852622,Xanthomonas oryzae pv. oryzae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Xooduovirus,dsDNA,2948956,                  Xooduovirus
2663326,Erwinia persicina,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Midgardsormrvirus,Midgardsormrvirus midgardsormr38,,dsDNA,3044764,              Midgardsormrvirus
2848881,Microbacterium sp. R1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Syrbvirus,Syrbvirus R1,,dsDNA,3044838,              Syrbvirus
2961988,Pseudomonas aeruginosa PA14,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hulijingvirus,Hulijingvirus LC313,,dsDNA,3152622,              Hulijingvirus
1379722,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus oceanis,,3152926,                Ninurtavirus
1962503,Nicotiana benthamiana,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Comovirinae,Nepovirus,,12270,                  Nepovirus
1959930,root,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,unclassified Sapovirus,,95341,                Sapovirus
2924865,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Rabinowitzvirinae,Yuavirus,dsDNA,1299429,                  Yuavirus
1813599,Acanthamoeba castellanii,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Pimascovirales incertae sedis,Marseilleviridae,Marseillevirus,,1513458,                  Marseillevirus
2301547,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Charlievirus,Charlievirus Aggie,,dsDNA,1623280,              Charlievirus
348137,Burkholderia cepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Stanholtvirus,unclassified Stanholtvirus,,dsDNA,1623297,              Stanholtvirus
1755588,Aves,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Sicinivirus,,1755587,                  Sicinivirus
1305710,Mycobacterium avium subsp. paratuberculosis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mapvirus,Mapvirus Ff47,,dsDNA,1920750,              Mapvirus
2589662,Bacillus thuringiensis serovar kurstaki,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Bastillevirinae,Wphvirus,dsDNA,1922327,                  Wphvirus
1264700,Edwardsiella tarda,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Yokohamavirus,Yokohamavirus MSW3,,dsDNA,1980938,              Yokohamavirus
2862995,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rosebushvirus,Rosebushvirus rosebush,,dsDNA,1982900,              Rosebushvirus
2169932,Gallus gallus,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Huchismacovirus,Huchismacovirus chicas1,,2169662,                Huchismacovirus
1133022,Burkholderia cenocepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Ahduovirus,Ahduovirus AH2,dsDNA,2560084,                Ahduovirus
1983784,Curvibacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Kalppathivirus,Kalppathivirus P26059B,dsDNA,2731949,                Kalppathivirus
2993856,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Aresaunavirus,Aresaunavirus RSA1,dsDNA,2732972,                Aresaunavirus
35343,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Citexvirus,,dsDNA,2732977,                Citexvirus
2906468,Burkholderia glumae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Kisquattuordecimvirus,Kisquattuordecimvirus FLC10,dsDNA,2732982,                Kisquattuordecimvirus
2951185,Burkholderia cenocepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Kisquinquevirus,Kisquinquevirus Carl1,dsDNA,2732983,                Kisquinquevirus
1168563,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Simpcentumvirus,Simpcentumvirus Smp131,dsDNA,2733081,                Simpcentumvirus
2029657,Bordetella bronchiseptica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phabquatrovirus,Phabquatrovirus PHB04,,dsDNA,2733123,              Phabquatrovirus
2530116,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Oneupvirus,Oneupvirus brutongaster,,dsDNA,2733200,              Oneupvirus
2786406,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Bicehmovirus,Bicehmovirus caenivivens,+ssRNA,2842550,                Bicehmovirus
2785996,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kehmevirus,Kehmevirus defluviicola,+ssRNA,2842790,                Kehmevirus
2786568,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kihryuvirus,Kihryuvirus limihabitans,+ssRNA,2842799,                Kihryuvirus
2786604,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kuhshuvirus,Kuhshuvirus pelovicinum,+ssRNA,2842813,                Kuhshuvirus
2786230,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Molucevirus,Molucevirus chthonohabitans,+ssRNA,2842877,                Molucevirus
2786472,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shebanavirus,Shebanavirus borborovicinum,+ssRNA,2843035,                Shebanavirus
3003716,Listeria monocytogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Slepowronvirus,unclassified Slepowronvirus,,dsDNA,2843051,              Slepowronvirus
2559283,Paracoccaceae bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Cobavirinae,Veravirus,dsDNA,2843112,                  Veravirus
3425131,Pseudomonas asplenii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Warsawvirus,dsDNA,2843128,                  Warsawvirus
2484217,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Anjalivirus,Anjalivirus anjali,,dsDNA,2843346,              Anjalivirus
2759725,Ralstonia pseudosolanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Firingavirus,Firingavirus firinga,,dsDNA,2843381,              Firingavirus
